f_over_f0,r_phase_over_r0,r_amp_over_r0,r_eff_over_r0,n_payload_soft_analytic,n_payload_soft_heterogeneous,classical_baseline,leff_varrho_1,leff_varrho_10,leff_varrho_100,leff_hetero_varrho_1,leff_hetero_varrho_10,leff_hetero_varrho_100,uplift_frac_varrho_1,uplift_frac_varrho_10,uplift_frac_varrho_100
0.25,4.0,4.0,2.8284271247461903,85000.0,72580.88830180217,255000.0,281.69922574817156,28.169922574817157,2.8169922574817154,240.54094163214347,24.054094163214348,2.405409416321435,0.001104702846071261,0.0001104702846071261,1.104702846071261e-05
0.2523289995641319,3.9630799540575206,4.0,2.8152831385701287,84211.82847212104,71977.67577428461,252635.4854163631,279.0871397580509,27.908713975805092,2.790871397580509,238.54182984434,23.854182984433997,2.3854182984434,0.001104702846071261,0.0001104702846071261,1.104702846071261e-05
0.2546796960841428,3.926500680563138,4.0,2.802079773286019,83423.79246849791,71374.04445010338,250271.37740549372,276.47550291002364,27.647550291002364,2.7647550291002365,236.54133011893768,23.65413301189377,2.3654133011893768,0.001104702846071261,0.0001104702846071261,1.104702846071261e-05
0.2570522916888357,3.890259034183246,4.0,2.788818470800266,82636.02742019028,70770.08277112475,247908.08226057084,273.8647640373209,27.386476403732093,2.7386476403732094,234.5397355618807,23.453973556188068,2.345397355618807,0.001104702846071261,0.0001104702846071261,1.104702846071261e-05
0.25944699039004543,3.854351898615697,4.0,2.7755006937297346,81848.66857200129,70165.87939968765,245546.00571600389,271.2553713558996,27.125537135589962,2.712553713558996,232.53734000978343,23.253734000978344,2.3253734000978343,0.001104702846071261,0.0001104702846071261,1.104702846071261e-05
0.26186399810018046,3.818776186321853,4.0,2.762127924620938,81061.85088968945,69561.52316857068,243185.55266906833,268.6477721569324,26.864777215693238,2.686477721569324,230.534437864116,23.0534437864116,2.30534437864116,0.001104702846071261,0.0001104702846071261,1.104702846071261e-05
0.2643035226499291,3.78352883826109,4.0,2.7487016651517955,80275.70896758769,68957.1030305504,240827.1269027631,266.0424125006471,26.60424125006471,2.6604241250064713,228.5313239240346,22.85313239240346,2.285313239240346,0.001104702846071261,0.0001104702846071261,1.104702846071261e-05
0.26676577380613004,3.748606823627765,4.0,2.735223435316964,79490.3769367633,68352.70800760793,238471.13081028993,263.43973691195924,26.343973691195924,2.6343973691195925,226.52829321804705,22.652829321804706,2.2652829321804706,0.001104702846071261,0.0001104702846071261,1.104702846071261e-05
0.26925096328980924,3.714007139590607,4.0,2.721694772597784,78705.98837385233,67748.42713984287,236117.965121557,260.84018807833877,26.08401880783388,2.6084018807833877,224.52564083470764,22.452564083470765,2.2452564083470765,0.001104702846071261,0.0001104702846071261,1.104702846071261e-05
0.2717593047943856,3.6797268110345103,4.0,2.7081172311178663,77922.67621069844,67144.34943415513,233768.02863209532,258.24420655034373,25.824420655034373,2.5824420655034372,222.5236617525433,22.25236617525433,2.225236617525433,0.001104702846071261,0.0001104702846071261,1.104702846071261e-05
